,Identifiant,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee
7795,19230,2015,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,580.0,2,1950.0,0.3,   4,13214
7796,11307,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3600.0,3,,0.0,   .,2B033
7797,10131,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1220.0,1,1980.0,0.0,   .,13004
7798,9566,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,950.0,2,1960.0,0.0,   .,13204
7799,1175,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,890.0,1,1980.0,0.0,   .,86194
7800,10754,2016,"0,99726776",0,V,N,V,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,995.0,2,1900.0,0.0,   5,90010
7801,18645,2016,"0,99726776",0,V,N,3,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,2770.0,2,2010.0,0.3,   3,90075
7802,13996,2015,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,3400.0,3,1960.0,0.0,   5,92051
7803,5839,2013,"0,747945205",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2150.0,1,1983.0,0.0,   4,63075
7804,4045,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7223.0,4,1980.0,0.0,   .,06083
7805,10035,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,566.0,2,1960.0,0.0,   .,63113
7806,14080,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4822.0,1,1988.0,0.0,   .,47004
7807,3944,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,1,1960.0,0.0,   .,88160
7808,14995,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,721.0,3,1960.0,0.0,   .,94068
7809,16370,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4900.0,2,1985.0,0.6,   5,67118
7810,17251,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,650.0,1,2010.0,0.3,   2,05004
7811,17057,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,800.0,2,1950.0,0.0,   3,78545
7812,5867,2012,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,738.0,1,1900.0,0.0,   3,35093
7813,5327,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1140.0,4,,0.0,   .,75109
7814,12559,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,550.0,2,1975.0,0.0,   3,51454
7815,222,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1879.0,2,1980.0,0.0,   .,14488
7816,5511,2015,"0,328767123",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6468.0,2,1980.0,0.0,   .,13208
7817,18022,2014,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,5555.0,1,1979.0,0.0,   4,27229
7818,4436,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,366.0,1,1960.0,0.0,   .,87085
7819,4812,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,2,1960.0,0.0,   .,13201
7820,3945,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,1,1960.0,0.0,   .,88160
7821,12551,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1978.0,2,1988.0,0.0,   .,31555
7822,15712,2016,"0,99726776",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1250.0,1,1960.0,0.0,   4,33063
7823,7475,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,808.0,4,1980.0,0.0,   .,06088
7824,15410,2015,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4800.0,4,2006.0,0.6,   4,06123
7825,8553,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3900.0,4,,0.0,   .,06004
7826,9642,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3000.0,2,1980.0,0.0,   .,63113
7827,1960,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1620.0,4,1980.0,0.0,   .,06088
7828,10527,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2000.0,3,1980.0,0.6,   7,2A004
7829,6623,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3120.0,1,1980.0,0.0,   .,87085
7830,9286,2013,"0,805479452",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1075.0,4,,0.0,   .,75111
7831,19480,2014,"0,621917808",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,4400.0,1,1960.0,0.6,   4,13056
7832,17943,2012,1,1,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,eff,2,870.0,3,1905.0,0.0,   4,67482
7833,7557,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,240.0,1,1960.0,0.0,   .,46042
7834,19485,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3100.0,2,1930.0,0.0,   4,13208
7835,10333,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1000.0,2,1978.0,0.6,   3,66136
7836,18456,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,500.0,1,2000.0,0.0,   4,42305
7837,2290,2012,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1740.0,1,,0.0,   .,87085
7838,5515,2013,"0,495890411",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900.0,3,1980.0,0.0,   .,92051
7839,3312,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,500.0,2,1970.0,0.0,   4,38547
7840,2983,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1830.0,2,1960.0,0.0,   .,13206
7841,14663,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,290.0,1,1960.0,0.0,   .,01053
7842,7436,2016,"0,994535519",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,1980.0,0.0,   .,83062
7843,6201,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,1000.0,2,1930.0,0.0,   3,38169
7844,1164,2016,"0,994535519",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,8933.0,2,1960.0,0.0,   .,34032
7845,13929,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1600.0,2,1980.0,0.0,   .,34192
7846,4508,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,396.0,2,1980.0,0.0,   .,30351
7847,17959,2014,0,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,350.0,4,1900.0,0.0,   4,06088
7848,7051,2016,"0,99726776",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,780.0,2,1960.0,0.0,   4,38001
7849,12039,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,950.0,2,,0.0,   .,38229
7850,9014,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,850.0,1,1980.0,0.0,   4,91687
7851,15853,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,2,1890.0,V,   .,
7852,5277,2016,1,0,V,N,1,O,1,N,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,350.0,1,1967.0,0.6,   2,33236
7853,2018,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,470.0,2,1900.0,0.0,   3,38185
7854,3783,2013,"0,438356164",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,1,1960.0,0.0,   .,84007
7855,9216,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250.0,2,1960.0,0.0,   .,13204
7856,2061,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,460.0,2,1960.0,0.0,   .,38229
7857,13512,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,387.0,3,1960.0,0.0,   .,92035
7858,11346,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1816.0,1,1988.0,0.0,   .,33397
7859,15302,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4144.0,3,1992.0,0.0,   5,59350
7860,19634,2016,"0,99726776",0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,660.0,2,1950.0,1.5,   6,13207
7861,14927,2014,"0,887671233",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,319.0,3,1960.0,0.0,   .,93008
7862,17994,2013,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,pi,2,3000.0,1,1983.0,0.0,   5,73015
7863,6279,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2950.0,2,1960.0,0.0,   .,13205
7864,8962,2015,"0,98630137",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,31.0,2,,0.0,   .,04070
7865,12448,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2004.0,4,,0.0,   .,06155
7866,4585,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,20.0,4,1988.0,0.0,   .,06083
7867,16607,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,6005.0,2,2003.0,0.3,   1,66136
7868,6072,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,400.0,2,1975.0,0.6,   3,38163
7869,14084,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1625.0,2,1988.0,0.0,   .,34301
7870,900,2015,"0,997260274",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,716.0,1,1980.0,0.0,   .,86194
7871,17893,2013,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,3600.0,3,1969.0,0.0,   7,94067
7872,7800,2014,1,1,V,N,1,O,1,O,N,O,O,O,AUTRE,IDENTIQUE,V,base,2,406.0,3,1930.0,0.0,   5,92026
7873,18589,2012,"0,571038251",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,400.0,2,1930.0,0.6,   2,13205
7874,17276,2016,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,11000.0,2,1960.0,0.0,   5,34023
7875,5760,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,798.0,3,1960.0,0.0,   .,92004
7876,32,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1465.0,2,1960.0,0.0,   .,69259
7877,1520,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,881.0,2,1960.0,0.0,   .,21231
7878,4555,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,14.0,4,1988.0,0.0,   .,06004
7879,2937,2013,0,1,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,565.0,2,,0.0,   .,56121
7880,333,2013,"0,747945205",0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1083.0,2,1960.0,0.0,   5,63113
7881,11049,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,130.0,2,1960.0,0.0,   .,77511
7882,9484,2013,"0,328767123",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1100.0,3,1950.0,0.3,   3,33063
7883,7207,2012,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,1800.0,2,1900.0,0.0,   5,57672
7884,15916,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,1,650.0,2,1954.0,0.0,   2,64191
7885,6193,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500.0,2,1980.0,0.0,   .,63113
7886,7631,2013,"0,391780822",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550.0,2,1960.0,0.0,   .,39406
7887,7119,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,2,1980.0,0.0,   .,13204
7888,4259,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1170.0,4,,0.0,   .,75118
7889,4763,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1972.0,2,1960.0,0.0,   .,13001
7890,9351,2014,1,1,V,N,3,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2500.0,2,1980.0,0.0,   4,78208
7891,18071,2016,"0,99726776",0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,860.0,3,1940.0,0.6,   4,64445
7892,10075,2014,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,1450.0,2,1975.0,0.6,   4,67180
7893,6254,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,2,1960.0,0.0,   .,68224
7894,18225,2013,"0,079452055",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,V,2,2500.0,2,1986.0,0.0,   1,83036
7895,16453,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1400.0,3,1961.0,0.0,   6,93027
7896,6405,2012,1,0,V,N,V,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,500.0,2,1970.0,0.0,   4,42218
7897,12252,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2080.0,3,1960.0,0.0,   .,59360
7898,2708,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3752.0,2,1960.0,0.0,   .,38563
7899,17712,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,190.0,2,1900.0,0.0,   3,68154
7900,5734,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1350.0,2,1980.0,0.0,   .,38559
7901,5678,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,410.0,4,1960.0,0.0,   .,75115
7902,15371,2013,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,eff,2,906.0,1,1850.0,0.0,   3,10387
7903,13697,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550.0,3,1960.0,0.0,   .,33063
7904,3116,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,510.0,2,1960.0,0.0,   .,13204
7905,4767,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,1,1988.0,0.0,   .,17300
7906,18194,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,290.0,3,1970.0,0.0,   1,92048
7907,7166,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,1,1980.0,0.0,   .,74208
7908,5719,2013,0,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1235.0,4,,0.0,   .,75114
7909,6021,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,404.0,4,,0.0,   .,75117
7910,15416,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,1612.0,2,2009.0,0.3,   3,38179
7911,6121,2013,"0,747945205",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2000.0,2,1960.0,0.0,   .,13208
7912,11220,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,180.0,2,2006.0,0.3,   2,69287
7913,4632,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,833.0,2,1960.0,0.0,   .,14220
7914,4526,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,612.0,1,1920.0,0.0,   4,91027
7915,6409,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,500.0,2,1950.0,0.3,   4,78402
7916,17401,2014,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,2000.0,2,2003.0,0.0,   4,38318
7917,8103,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,3,,0.0,   .,59350
7918,4255,2016,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,effpi,2,3674.0,1,1983.0,0.0,   5,74173
7919,489,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,500.0,2,1900.0,0.0,   3,66136
7920,14318,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,460.0,2,1980.0,0.0,   .,38151
7921,16037,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,880.0,2,1900.0,0.0,   4,13206
7922,17129,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,450.0,4,1960.0,0.0,   3,06083
7923,4352,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,2,1960.0,0.0,   .,69385
7924,10118,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3750.0,4,1980.0,0.0,   .,06029
7925,2392,2012,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,190.0,3,,0.0,   .,59350
7926,1292,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1330.0,1,1988.0,0.0,   .,91064
7927,18149,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,210.0,2,1700.0,0.6,   5,83119
7928,17906,2012,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,1800.0,3,1965.0,0.0,   6,94068
7929,6652,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000.0,2,1980.0,0.0,   .,34023
7930,16645,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,400.0,2,1820.0,0.0,   2,77284
7931,10344,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1625.0,2,1980.0,0.0,   .,66136
7932,865,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,1200.0,4,,0.0,   .,75115
7933,12550,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1978.0,2,1988.0,0.0,   .,31555
7934,515,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,475.0,2,,0.0,   .,64545
7935,1588,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2500.0,2,1980.0,0.0,   .,34032
7936,4125,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,8400.0,4,1980.0,0.6,   8,06083
7937,3057,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,810.0,3,1980.0,0.0,   .,67482
7938,18526,2015,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,872.0,2,1950.0,0.6,   4,69388
7939,16273,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,2,1973.0,V,   .,
7940,18468,2014,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,4776.0,2,2012.0,0.0,   6,44109
7941,7970,2016,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,1,1700.0,1,1963.0,0.0,   5,42186
7942,2599,2015,1,0,V,N,V,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1510.0,2,1987.0,0.0,   4,38559
7943,1734,2016,"0,99726776",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700.0,3,,0.0,   .,93005
7944,4075,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,455.0,2,1988.0,0.0,   .,56260
7945,4077,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4286.0,4,1960.0,0.0,   .,06083
7946,18734,2015,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,V,2,8550.0,1,2012.0,0.6,   6,74268
7947,8314,2013,"0,997260274",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,450.0,4,1968.0,0.0,   2,06159
7948,8918,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,894.0,4,1980.0,0.0,   .,06083
7949,4459,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,510.0,1,1980.0,0.0,   2,22282
7950,8881,2013,"0,915068493",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,910.0,4,,0.0,   .,06083
7951,13769,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1877.0,2,1988.0,0.0,   .,77183
7952,5140,2012,1,1,V,N,1,O,1,O,N,O,O,O,AUTRE,IDENTIQUE,V,base,2,3250.0,4,1900.0,0.0,   8,75116
7953,2393,2016,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,190.0,3,,0.0,   .,59350
7954,16831,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2500.0,2,1970.0,0.0,   2,78423
7955,14432,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3035.0,2,1980.0,0.0,   .,77296
7956,8002,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,440.0,2,,0.0,   .,60159
7957,1478,2015,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,1820.0,2,1900.0,0.0,   6,13206
7958,13,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,500.0,2,1940.0,0.6,   4,13204
7959,15326,2014,"0,17260274",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,850.0,2,1930.0,0.0,   4,59350
7960,18091,2014,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,8916.0,3,2009.0,2.0,   6,33063
7961,18966,2012,"0,259562842",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1425.0,2,1950.0,0.0,   7,13205
7962,7085,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,475.0,2,1960.0,0.0,   .,13206
7963,10173,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,657.0,1,,0.0,   .,88321
7964,10193,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,100.0,2,,0.0,   .,83009
7965,17125,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1750.0,2,1980.0,0.0,   2,83036
7966,19327,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,700.0,2,1940.0,0.3,   4,42218
7967,15476,2012,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,1,600.0,2,1900.0,0.3,   4,78646
7968,3311,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,590.0,2,1988.0,0.3,   4,62826
7969,18839,2016,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1567.0,1,1950.0,0.0,   3,10362
7970,983,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,760.0,2,1975.0,0.6,   4,68066
7971,4101,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000.0,1,1988.0,0.0,   .,05023
7972,8587,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2450.0,4,,0.0,   .,06123
7973,8892,2016,"0,745901639",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2400.0,4,1980.0,0.0,   .,06083
7974,3677,2015,1,0,V,N,3,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,410.0,3,1900.0,0.0,   6,54395
7975,16937,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2051.0,2,1990.0,0.3,   2,66182
7976,9572,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,550.0,3,1964.0,0.3,   3,64445
7977,17791,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1150.0,4,1978.0,0.3,   3,06030
7978,14086,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,4,1960.0,0.0,   .,06030
7979,6093,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4230.0,1,1980.0,0.0,   .,43041
7980,8502,2013,1,0,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,effpi,2,6070.0,4,1977.0,0.3,   6,06029
7981,11211,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,860.0,1,2002.0,0.0,   3,12052
7982,1005,2013,"0,084931507",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,404.0,2,1975.0,0.3,   3,14384
7983,5196,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3708.0,4,1970.0,0.0,   7,06083
7984,9147,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4990.0,4,,0.0,   .,06088
7985,17789,2016,"0,99726776",0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,395.0,4,1920.0,0.3,   3,06088
7986,17459,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,2,1930.0,V,   .,
7987,5609,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,641.0,1,1960.0,0.0,   .,43157
7988,13808,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,2,1500.0,2,2008.0,0.0,   5,63113
7989,13432,2013,"0,890410959",1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1152.0,2,1980.0,0.0,   4,83123
7990,13740,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,462.0,2,1960.0,0.0,   .,29019
